cleaned,complaint,not_complaint,username,tweet,date,kmeans_umap,kmeans_flair,kmeans_pca,dbscan_umap,dbscan_flair,dbscan_pca
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
check out audio book elven magic on amazon pay for every bountyhave to be a member for days consecutively …,,,danielchayau,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",2020-01-09,2,1,1,-1,3,3
